date,text,sentiment,subjectivity,polarity
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
University,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
University,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
University,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
University,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Custom,other (comment) ,"Sentiment(polarity=-0.125, subjectivity=0.375)",0.375,-0.125
Custom,is this product cool?,"Sentiment(polarity=0.35, subjectivity=0.65)",0.65,0.35
Custom,this is lame,"Sentiment(polarity=-0.5, subjectivity=0.75)",0.75,-0.5
Custom,get that money! ,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
